customer_id,customer_name,email,phone,city,state,country,customer_segment,registration_date
CUST000018,Ananya Iyer,ananya.iyer9680@example.com,9180051605,Bengaluru,Tamil Nadu,India,SMALL_BUSINESS,2023-07-14
CUST000019,Diya Singh,diya.singh9820@example.com,9968789264,Delhi,Tamil Nadu,India,CONSUMER,2025-06-30
CUST000020,Priya Reddy,priya.reddy9547@example.com,9816273452,Ahmedabad,Tamil Nadu,India,CONSUMER,2022-02-21
CUST000021,Arjun Rao,arjun.rao8264@example.com,9686195857,Mumbai,Rajasthan,India,ENTERPRISE,2023-02-09
CUST000022,Kavya Kumar,kavya.kumar8836@example.com,9887653052,Delhi,Delhi,India,SMALL_BUSINESS,2022-10-31
CUST000023,Karan Reddy,karan.reddy4171@example.com,9428284177,Kolkata,West Bengal,India,CONSUMER,2026-06-03
CUST000024,Aarav Singh,aarav.singh3366@example.com,9633162843,Kochi,Delhi,India,CONSUMER,2025-07-07
CUST000025,Diya Rao,diya.rao7905@example.com,9154957318,Mumbai,Telangana,India,SMALL_BUSINESS,2023-05-18
CUST000026,Vivaan Iyer,vivaan.iyer8329@example.com,9435671900,Chennai,Rajasthan,India,ENTERPRISE,2025-09-14
CUST000027,Vivaan Patel,vivaan.patel4311@example.com,9200396575,Chennai,Rajasthan,India,SMALL_BUSINESS,2022-02-03
CUST000028,Arjun Rao,arjun.rao4686@example.com,9175666369,Mumbai,Kerala,India,SMALL_BUSINESS,2025-01-02
CUST000029,Sneha Singh,sneha.singh6643@example.com,9557002893,Kochi,Telangana,India,ENTERPRISE,2023-08-28
CUST000030,Ananya Singh,ananya.singh9420@example.com,9015553152,Jaipur,Andhra Pradesh,India,SMALL_BUSINESS,2025-10-07
CUST000031,Karan Kumar,karan.kumar7924@example.com,9779445010,Hyderabad,Telangana,India,SMALL_BUSINESS,2025-07-05
CUST000032,Rohan Rao,rohan.rao8777@example.com,9082068094,Pune,Telangana,India,ENTERPRISE,2024-04-15
CUST000033,Aditya Iyer,aditya.iyer8176@example.com,9722228837,Mumbai,Maharashtra,India,ENTERPRISE,2026-03-11
CUST000034,Priya Sharma,priya.sharma8872@example.com,9983388521,Jaipur,Kerala,India,SMALL_BUSINESS,2023-11-22
CUST000035,Meera Kumar,meera.kumar2102@example.com,9074553619,Jaipur,Rajasthan,India,SMALL_BUSINESS,2022-01-27
CUST000036,Aarav Iyer,aarav.iyer6217@example.com,9536252463,Delhi,Delhi,India,CONSUMER,2025-07-26
CUST000037,Isha Mehta,isha.mehta5982@example.com,9821152022,Ahmedabad,Delhi,India,CONSUMER,2023-03-30
CUST000038,Meera Reddy,meera.reddy7750@example.com,9814985773,Jaipur,Andhra Pradesh,India,CONSUMER,2025-05-22
CUST000039,Vivaan Reddy,vivaan.reddy984@example.com,9228072358,Pune,Karnataka,India,SMALL_BUSINESS,2023-01-12
CUST000040,Rohan Kumar,rohan.kumar3260@example.com,9565923574,Mumbai,Delhi,India,ENTERPRISE,2024-06-09
CUST000041,Ananya Reddy,ananya.reddy2746@example.com,9694649033,Kochi,Kerala,India,ENTERPRISE,2025-05-13
CUST000042,Rahul Gupta,rahul.gupta5951@example.com,9754181227,Mumbai,Telangana,India,CONSUMER,2025-05-18
CUST000043,Vivaan Patel,vivaan.patel1046@example.com,9940759160,Ahmedabad,Kerala,India,CONSUMER,2024-02-08
CUST000044,Isha Nair,isha.nair7261@example.com,9618068349,Jaipur,Kerala,India,ENTERPRISE,2025-10-14
CUST000045,Aditya Rao,aditya.rao2901@example.com,9547846594,Hyderabad,Maharashtra,India,SMALL_BUSINESS,2024-08-14
CUST000046,Rohan Singh,rohan.singh4257@example.com,9105712564,Delhi,Kerala,India,CONSUMER,2025-08-30
CUST000047,Meera Nair,meera.nair9782@example.com,9203453173,Ahmedabad,Telangana,India,SMALL_BUSINESS,2022-09-04
CUST000048,Karan Iyer,karan.iyer8465@example.com,9798627848,Chennai,Tamil Nadu,India,SMALL_BUSINESS,2022-12-09
CUST000049,Sneha Gupta,sneha.gupta7419@example.com,9261005112,Delhi,Karnataka,India,CONSUMER,2022-10-08
CUST000050,Aditya Sharma,aditya.sharma8087@example.com,9247436007,Chennai,Karnataka,India,SMALL_BUSINESS,2025-05-04
CUST000051,Vivaan Rao,vivaan.rao7703@example.com,9182309739,Hyderabad,Karnataka,India,CONSUMER,2025-12-02
CUST000052,Isha Patel,isha.patel8539@example.com,9623991775,Mumbai,Kerala,India,SMALL_BUSINESS,2024-07-17
CUST000053,Arjun Mehta,arjun.mehta854@example.com,9821631217,Bengaluru,Karnataka,India,ENTERPRISE,2026-01-16
CUST000054,Isha Kumar,isha.kumar2540@example.com,9301069960,Chennai,West Bengal,India,CONSUMER,2023-01-26
CUST000055,Ananya Iyer,ananya.iyer5190@example.com,9977841631,Bengaluru,Rajasthan,India,ENTERPRISE,2025-09-21
CUST000056,Diya Nair,diya.nair8893@example.com,9611372895,Mumbai,West Bengal,India,CONSUMER,2025-10-28
CUST000057,Rahul Nair,rahul.nair8874@example.com,9306310872,Mumbai,West Bengal,India,SMALL_BUSINESS,2023-08-13
CUST000058,Diya Gupta,diya.gupta9036@example.com,9124306091,Bengaluru,Telangana,India,CONSUMER,2026-02-16
CUST000059,Arjun Patel,arjun.patel522@example.com,9586572360,Hyderabad,Rajasthan,India,CONSUMER,2025-12-25
CUST000060,Meera Sharma,meera.sharma5914@example.com,9594378200,Kochi,Maharashtra,India,CONSUMER,2026-06-02
CUST000061,Vivaan Patel,vivaan.patel3785@example.com,9515261741,Kolkata,Gujarat,India,ENTERPRISE,2025-11-26
CUST000062,Isha Singh,isha.singh1706@example.com,9114319433,Pune,Gujarat,India,SMALL_BUSINESS,2025-08-30
CUST000063,Neha Mehta,neha.mehta9969@example.com,9253573490,Bengaluru,Kerala,India,ENTERPRISE,2022-02-20
CUST000064,Diya Reddy,diya.reddy4946@example.com,9092379895,Kolkata,Andhra Pradesh,India,CONSUMER,2022-10-20
CUST000065,Aarav Gupta,aarav.gupta5828@example.com,9128223552,Mumbai,Gujarat,India,SMALL_BUSINESS,2023-06-22
CUST000066,Ananya Kumar,ananya.kumar1563@example.com,9537500738,Ahmedabad,Maharashtra,India,CONSUMER,2022-02-05
CUST000067,Sneha Singh,sneha.singh887@example.com,9305152073,Delhi,Andhra Pradesh,India,ENTERPRISE,2026-04-18
CUST000068,Vivaan Iyer,vivaan.iyer7077@example.com,9231050305,Chennai,Tamil Nadu,India,SMALL_BUSINESS,2023-09-08
CUST000069,Ananya Singh,ananya.singh9361@example.com,9167207390,Ahmedabad,Delhi,India,SMALL_BUSINESS,2024-12-18
CUST000070,Arjun Mehta,arjun.mehta5645@example.com,9503969410,Hyderabad,Telangana,India,ENTERPRISE,2025-03-07
CUST000071,Aditya Patel,aditya.patel1842@example.com,9726182383,Delhi,Karnataka,India,SMALL_BUSINESS,2023-10-12
CUST000072,Isha Rao,isha.rao3472@example.com,9252471605,Jaipur,Karnataka,India,SMALL_BUSINESS,2023-06-14
CUST000073,Aarav Nair,aarav.nair3289@example.com,9760603286,Mumbai,Karnataka,India,SMALL_BUSINESS,2025-04-15
CUST000074,Arjun Singh,arjun.singh8332@example.com,9903851549,Bengaluru,Karnataka,India,CONSUMER,2026-07-03
CUST000075,Rahul Mehta,rahul.mehta8028@example.com,9313362958,Kochi,Delhi,India,CONSUMER,2024-05-20
CUST000076,Arjun Reddy,arjun.reddy5600@example.com,9860396622,Chennai,Delhi,India,SMALL_BUSINESS,2024-10-20
CUST000077,Ananya Rao,ananya.rao2159@example.com,9215883751,Chennai,Andhra Pradesh,India,CONSUMER,2024-09-13
CUST000078,Vivaan Rao,vivaan.rao8733@example.com,9913877844,Delhi,Kerala,India,CONSUMER,2023-08-07
CUST000079,Vivaan Reddy,vivaan.reddy3027@example.com,9096665200,Delhi,Tamil Nadu,India,ENTERPRISE,2025-12-27
CUST000080,Isha Mehta,isha.mehta3015@example.com,9841107024,Hyderabad,Telangana,India,CONSUMER,2023-07-05
CUST000081,Kavya Gupta,kavya.gupta8028@example.com,9688476873,Kolkata,Andhra Pradesh,India,ENTERPRISE,2026-06-20
CUST000082,Sneha Sharma,sneha.sharma8531@example.com,9148825903,Bengaluru,Telangana,India,SMALL_BUSINESS,2025-09-27
CUST000083,Karan Nair,karan.nair4685@example.com,9446051847,Mumbai,Tamil Nadu,India,ENTERPRISE,2023-02-25
CUST000084,Karan Singh,karan.singh5300@example.com,9415724269,Chennai,Maharashtra,India,CONSUMER,2022-12-21
CUST000085,Isha Gupta,isha.gupta5947@example.com,9077961501,Pune,Andhra Pradesh,India,ENTERPRISE,2023-04-12
CUST000086,Aditya Reddy,aditya.reddy2931@example.com,9703792189,Bengaluru,Andhra Pradesh,India,SMALL_BUSINESS,2022-02-07
CUST000087,Ananya Gupta,ananya.gupta8170@example.com,9508254406,Hyderabad,West Bengal,India,SMALL_BUSINESS,2023-10-08
CUST000088,Aarav Reddy,aarav.reddy2430@example.com,9031056301,Chennai,Tamil Nadu,India,ENTERPRISE,2024-06-02
CUST000089,Priya Kumar,priya.kumar9377@example.com,9714590233,Mumbai,Delhi,India,ENTERPRISE,2022-07-21
CUST000090,Rahul Gupta,rahul.gupta2205@example.com,9183422059,Jaipur,Maharashtra,India,SMALL_BUSINESS,2024-06-11
CUST000091,Karan Kumar,karan.kumar5186@example.com,9256964748,Kolkata,Telangana,India,ENTERPRISE,2024-06-21
CUST000092,Arjun Sharma,arjun.sharma1937@example.com,9061879435,Hyderabad,Karnataka,India,ENTERPRISE,2023-09-18
CUST000093,Isha Nair,isha.nair4169@example.com,9735306376,Bengaluru,Tamil Nadu,India,CONSUMER,2024-10-23
CUST000094,Neha Mehta,neha.mehta7850@example.com,9976468537,Ahmedabad,Karnataka,India,ENTERPRISE,2024-07-19
CUST000095,Priya Mehta,priya.mehta9097@example.com,9526783920,Ahmedabad,West Bengal,India,CONSUMER,2025-04-25
CUST000096,Aditya Kumar,aditya.kumar1915@example.com,9877304424,Kochi,Telangana,India,ENTERPRISE,2024-07-28
CUST000097,Aditya Patel,aditya.patel6132@example.com,9779404519,Jaipur,Kerala,India,SMALL_BUSINESS,2023-03-22
CUST000098,Meera Patel,meera.patel8457@example.com,9617475096,Kolkata,Maharashtra,India,SMALL_BUSINESS,2025-12-21
CUST000099,Kavya Sharma,kavya.sharma1690@example.com,9563538312,Pune,Rajasthan,India,ENTERPRISE,2023-01-01
CUST000100,Rahul Reddy,rahul.reddy2581@example.com,9206523317,Kochi,Andhra Pradesh,India,CONSUMER,2023-06-17
CUST000101,Vivaan Nair,vivaan.nair5550@example.com,9500903037,Kolkata,Rajasthan,India,ENTERPRISE,2025-01-09
CUST000102,Rahul Mehta,rahul.mehta3247@example.com,9765974189,Delhi,Maharashtra,India,SMALL_BUSINESS,2024-08-22
CUST000103,Sneha Gupta,sneha.gupta7710@example.com,9228693667,Pune,Rajasthan,India,SMALL_BUSINESS,2022-04-05
CUST000104,Vivaan Gupta,vivaan.gupta1850@example.com,9341761187,Pune,West Bengal,India,ENTERPRISE,2022-08-09
CUST000105,Meera Nair,meera.nair8729@example.com,9452214026,Ahmedabad,Delhi,India,ENTERPRISE,2024-11-29
CUST000106,Diya Iyer,diya.iyer2836@example.com,9609545458,Chennai,Kerala,India,SMALL_BUSINESS,2022-08-05
CUST000107,Priya Patel,priya.patel9772@example.com,9734608896,Bengaluru,Tamil Nadu,India,ENTERPRISE,2023-04-09
CUST000108,Ananya Rao,ananya.rao4776@example.com,9351635939,Ahmedabad,Gujarat,India,CONSUMER,2022-01-26
CUST000109,Priya Rao,priya.rao6623@example.com,9880990591,Kochi,Karnataka,India,CONSUMER,2025-09-03
CUST000110,Isha Kumar,isha.kumar6460@example.com,9674421158,Pune,Delhi,India,CONSUMER,2024-06-15
CUST000111,Neha Reddy,neha.reddy2201@example.com,9061869118,Delhi,Andhra Pradesh,India,SMALL_BUSINESS,2023-07-13
CUST000112,Ananya Rao,ananya.rao6949@example.com,9543165825,Ahmedabad,West Bengal,India,ENTERPRISE,2025-02-14
CUST000113,Aarav Sharma,aarav.sharma9309@example.com,9435907587,Kochi,Rajasthan,India,ENTERPRISE,2022-09-01
CUST000114,Diya Kumar,diya.kumar1450@example.com,9266665569,Jaipur,Karnataka,India,SMALL_BUSINESS,2025-11-11
CUST000115,Diya Gupta,diya.gupta9404@example.com,9749720977,Kolkata,Kerala,India,CONSUMER,2026-01-10
CUST000116,Priya Reddy,priya.reddy9386@example.com,9098620582,Chennai,Andhra Pradesh,India,SMALL_BUSINESS,2024-05-05
CUST000117,Neha Nair,neha.nair233@example.com,9769763172,Chennai,West Bengal,India,CONSUMER,2024-12-01
CUST000118,Vivaan Reddy,vivaan.reddy9758@example.com,9914972462,Pune,Karnataka,India,ENTERPRISE,2024-04-01
CUST000119,Meera Patel,meera.patel861@example.com,9133775374,Chennai,West Bengal,India,SMALL_BUSINESS,2022-02-06
CUST000120,Rahul Gupta,rahul.gupta6259@example.com,9696096949,Kochi,Gujarat,India,SMALL_BUSINESS,2024-04-09
CUST000121,Meera Patel,meera.patel4184@example.com,9637775136,Chennai,Gujarat,India,ENTERPRISE,2022-02-02
CUST000122,Sneha Sharma,sneha.sharma1114@example.com,9001422100,Kolkata,Telangana,India,ENTERPRISE,2023-01-14
CUST000123,Isha Patel,isha.patel1416@example.com,9816859862,Delhi,Maharashtra,India,ENTERPRISE,2025-11-09
CUST000124,Kavya Nair,kavya.nair6996@example.com,9667272039,Kochi,Kerala,India,CONSUMER,2025-09-30
CUST000125,Vivaan Gupta,vivaan.gupta3288@example.com,9614172697,Mumbai,Karnataka,India,CONSUMER,2022-08-07
CUST000126,Priya Nair,priya.nair7306@example.com,9046003133,Bengaluru,West Bengal,India,ENTERPRISE,2026-03-05
CUST000127,Ananya Singh,ananya.singh6618@example.com,9877509845,Pune,Gujarat,India,ENTERPRISE,2024-07-29
CUST000128,Karan Sharma,karan.sharma1486@example.com,9383872259,Hyderabad,Kerala,India,ENTERPRISE,2025-04-27
CUST000129,Kavya Patel,kavya.patel5887@example.com,9484100923,Jaipur,Kerala,India,SMALL_BUSINESS,2026-07-17
CUST000130,Neha Gupta,neha.gupta269@example.com,9007018646,Jaipur,Tamil Nadu,India,ENTERPRISE,2023-12-25
CUST000131,Kavya Patel,kavya.patel605@example.com,9740962606,Kochi,Maharashtra,India,SMALL_BUSINESS,2023-06-15
CUST000132,Neha Kumar,neha.kumar1048@example.com,9814728489,Ahmedabad,Gujarat,India,CONSUMER,2023-03-03
CUST000133,Rohan Iyer,rohan.iyer747@example.com,9531146549,Bengaluru,Tamil Nadu,India,CONSUMER,2025-03-14
CUST000134,Meera Reddy,meera.reddy257@example.com,9800975267,Delhi,Tamil Nadu,India,CONSUMER,2023-03-21
CUST000135,Sneha Nair,sneha.nair8571@example.com,9421657608,Kochi,Gujarat,India,SMALL_BUSINESS,2022-01-15
CUST000136,Diya Iyer,diya.iyer3145@example.com,9150375276,Kochi,Karnataka,India,CONSUMER,2022-12-17
CUST000137,Meera Reddy,meera.reddy7773@example.com,9419032268,Delhi,Karnataka,India,CONSUMER,2022-06-12
CUST000138,Kavya Rao,kavya.rao2882@example.com,9105024547,Pune,Telangana,India,CONSUMER,2024-10-10
CUST000139,Arjun Patel,arjun.patel3885@example.com,9783244819,Delhi,Tamil Nadu,India,SMALL_BUSINESS,2025-03-06
CUST000140,Aditya Gupta,aditya.gupta3182@example.com,9692160184,Chennai,Gujarat,India,CONSUMER,2024-07-06
CUST000141,Priya Reddy,priya.reddy2785@example.com,9552458244,Bengaluru,Delhi,India,ENTERPRISE,2024-02-06
CUST000142,Arjun Mehta,arjun.mehta7115@example.com,9585150904,Jaipur,Karnataka,India,SMALL_BUSINESS,2026-07-09
CUST000143,Karan Gupta,karan.gupta1606@example.com,9425079126,Mumbai,Karnataka,India,SMALL_BUSINESS,2024-08-05
CUST000144,Aditya Gupta,aditya.gupta9346@example.com,9704784734,Bengaluru,Maharashtra,India,SMALL_BUSINESS,2024-10-31
CUST000145,Diya Sharma,diya.sharma4860@example.com,9429577087,Bengaluru,West Bengal,India,ENTERPRISE,2025-02-04
CUST000146,Kavya Sharma,kavya.sharma1819@example.com,9340367571,Pune,Telangana,India,ENTERPRISE,2022-12-19
CUST000147,Sneha Gupta,sneha.gupta9505@example.com,9877738540,Pune,Gujarat,India,SMALL_BUSINESS,2026-02-19
CUST000148,Diya Rao,diya.rao2011@example.com,9458843669,Mumbai,Telangana,India,SMALL_BUSINESS,2022-09-29
CUST000149,Vivaan Singh,vivaan.singh2930@example.com,9291264856,Kochi,Delhi,India,ENTERPRISE,2026-08-10
CUST000150,Kavya Reddy,kavya.reddy7765@example.com,9346208296,Ahmedabad,Andhra Pradesh,India,SMALL_BUSINESS,2024-10-10
CUST000151,Ananya Kumar,ananya.kumar8687@example.com,9843171249,Bengaluru,Tamil Nadu,India,SMALL_BUSINESS,2024-06-02
CUST000152,Ananya Reddy,ananya.reddy2635@example.com,9729866120,Pune,Andhra Pradesh,India,CONSUMER,2025-10-01
CUST000153,Rahul Mehta,rahul.mehta3023@example.com,9276914951,Bengaluru,Delhi,India,SMALL_BUSINESS,2023-03-28
CUST000154,Ananya Mehta,ananya.mehta2557@example.com,9079374299,Kolkata,Tamil Nadu,India,ENTERPRISE,2025-10-05
CUST000155,Rohan Patel,rohan.patel7848@example.com,9915348400,Hyderabad,Andhra Pradesh,India,ENTERPRISE,2023-11-22
CUST000156,Meera Nair,meera.nair3207@example.com,9054605136,Bengaluru,Gujarat,India,SMALL_BUSINESS,2023-04-05
CUST000157,Isha Singh,isha.singh6057@example.com,9303345287,Ahmedabad,Rajasthan,India,SMALL_BUSINESS,2023-05-24
CUST000158,Meera Singh,meera.singh6787@example.com,9150248909,Ahmedabad,Maharashtra,India,CONSUMER,2025-06-26
CUST000159,Sneha Nair,sneha.nair6792@example.com,9145918248,Kochi,Andhra Pradesh,India,SMALL_BUSINESS,2026-03-16
CUST000160,Diya Gupta,diya.gupta3679@example.com,9002984684,Delhi,Telangana,India,CONSUMER,2023-01-06
CUST000161,Meera Nair,meera.nair8079@example.com,9907558646,Mumbai,Gujarat,India,ENTERPRISE,2022-02-24
CUST000162,Neha Nair,neha.nair2669@example.com,9514630369,Bengaluru,Kerala,India,SMALL_BUSINESS,2026-07-04
CUST000163,Sneha Patel,sneha.patel8420@example.com,9167513387,Kochi,Gujarat,India,CONSUMER,2026-07-19
CUST000164,Priya Mehta,priya.mehta2355@example.com,9053439112,Hyderabad,West Bengal,India,ENTERPRISE,2026-06-22
CUST000165,Neha Rao,neha.rao9030@example.com,9784911036,Chennai,Rajasthan,India,ENTERPRISE,2026-06-14
CUST000166,Meera Mehta,meera.mehta2822@example.com,9708281211,Mumbai,Delhi,India,ENTERPRISE,2022-12-14
CUST000167,Vivaan Sharma,vivaan.sharma7935@example.com,9701750120,Bengaluru,Maharashtra,India,CONSUMER,2023-10-01
CUST000168,Priya Iyer,priya.iyer3028@example.com,9601725387,Kolkata,Telangana,India,ENTERPRISE,2022-08-01
CUST000169,Vivaan Kumar,vivaan.kumar230@example.com,9579170799,Delhi,Gujarat,India,ENTERPRISE,2023-07-30
CUST000170,Ananya Patel,ananya.patel2964@example.com,9894547345,Delhi,Gujarat,India,ENTERPRISE,2024-06-14
CUST000171,Diya Sharma,diya.sharma1348@example.com,9312639452,Ahmedabad,Telangana,India,CONSUMER,2026-01-17
CUST000172,Sneha Mehta,sneha.mehta2938@example.com,9066356136,Mumbai,Tamil Nadu,India,CONSUMER,2025-02-04
CUST000173,Arjun Mehta,arjun.mehta3282@example.com,9591872752,Ahmedabad,Gujarat,India,SMALL_BUSINESS,2025-06-10
CUST000174,Ananya Rao,ananya.rao4570@example.com,9141429078,Delhi,Karnataka,India,CONSUMER,2025-04-03
CUST000175,Priya Mehta,priya.mehta2503@example.com,9367654424,Jaipur,Kerala,India,ENTERPRISE,2024-12-03
CUST000176,Meera Rao,meera.rao8956@example.com,9079814840,Chennai,West Bengal,India,ENTERPRISE,2024-07-30
CUST000177,Kavya Reddy,kavya.reddy8053@example.com,9433754554,Jaipur,Tamil Nadu,India,ENTERPRISE,2022-06-23
CUST000178,Karan Nair,karan.nair8106@example.com,9536720513,Kolkata,Karnataka,India,ENTERPRISE,2024-11-26
CUST000179,Karan Patel,karan.patel7015@example.com,9333626590,Kochi,Maharashtra,India,SMALL_BUSINESS,2023-06-12
CUST000180,Aarav Rao,aarav.rao5344@example.com,9064540403,Kolkata,Delhi,India,SMALL_BUSINESS,2022-10-31
CUST000181,Meera Gupta,meera.gupta1640@example.com,9624861292,Mumbai,West Bengal,India,CONSUMER,2024-06-11
CUST000182,Rahul Sharma,rahul.sharma4872@example.com,9942708030,Jaipur,Rajasthan,India,SMALL_BUSINESS,2023-10-14
CUST000183,Rohan Patel,rohan.patel4946@example.com,9526342565,Bengaluru,West Bengal,India,CONSUMER,2026-03-31
CUST000184,Arjun Gupta,arjun.gupta4390@example.com,9956745653,Chennai,Telangana,India,CONSUMER,2024-07-21
CUST000185,Neha Singh,neha.singh6722@example.com,9380248626,Ahmedabad,Telangana,India,CONSUMER,2023-04-11
CUST000186,Arjun Sharma,arjun.sharma4024@example.com,9734949220,Kochi,West Bengal,India,CONSUMER,2022-05-12
CUST000187,Isha Gupta,isha.gupta327@example.com,9083209868,Ahmedabad,Tamil Nadu,India,CONSUMER,2022-12-14
CUST000188,Priya Rao,priya.rao1977@example.com,9589928218,Pune,Andhra Pradesh,India,ENTERPRISE,2025-04-26
CUST000189,Meera Iyer,meera.iyer6929@example.com,9212248056,Mumbai,Gujarat,India,ENTERPRISE,2025-08-09
CUST000190,Ananya Iyer,ananya.iyer4551@example.com,9893780968,Bengaluru,Telangana,India,SMALL_BUSINESS,2025-04-10
CUST000191,Rahul Mehta,rahul.mehta2000@example.com,9524099939,Hyderabad,Kerala,India,CONSUMER,2023-05-13
CUST000192,Kavya Gupta,kavya.gupta5197@example.com,9874088944,Pune,Delhi,India,CONSUMER,2023-05-14
CUST000193,Isha Nair,isha.nair8296@example.com,9047536761,Delhi,Tamil Nadu,India,CONSUMER,2025-05-29
CUST000194,Arjun Nair,arjun.nair5141@example.com,9512776154,Pune,Rajasthan,India,SMALL_BUSINESS,2023-02-19
CUST000195,Rahul Reddy,rahul.reddy9717@example.com,9871418982,Bengaluru,West Bengal,India,ENTERPRISE,2023-12-12
CUST000196,Kavya Patel,kavya.patel7577@example.com,9171442039,Mumbai,Karnataka,India,ENTERPRISE,2026-06-22
CUST000197,Karan Gupta,karan.gupta8097@example.com,9171872418,Kolkata,Telangana,India,SMALL_BUSINESS,2023-08-12
CUST000198,Karan Reddy,karan.reddy6694@example.com,9709242560,Delhi,Tamil Nadu,India,SMALL_BUSINESS,2025-05-20
CUST000199,Sneha Iyer,sneha.iyer6284@example.com,9772003299,Kolkata,Karnataka,India,CONSUMER,2024-02-28
CUST000200,Diya Kumar,diya.kumar6242@example.com,9333955259,Delhi,Tamil Nadu,India,CONSUMER,2024-09-12
CUST000201,Isha Rao,isha.rao7094@example.com,9110188792,Kochi,Andhra Pradesh,India,SMALL_BUSINESS,2026-05-26
CUST000202,Rohan Singh,rohan.singh2704@example.com,9397186701,Hyderabad,Tamil Nadu,India,CONSUMER,2026-01-01
CUST000203,Rahul Reddy,rahul.reddy7654@example.com,9499037448,Chennai,Maharashtra,India,SMALL_BUSINESS,2022-10-18
CUST000204,Arjun Nair,arjun.nair2960@example.com,9878562907,Chennai,Delhi,India,CONSUMER,2024-02-04
CUST000205,Meera Gupta,meera.gupta1546@example.com,9806635981,Mumbai,Rajasthan,India,ENTERPRISE,2026-01-30
CUST000206,Ananya Nair,ananya.nair9736@example.com,9630649997,Chennai,Telangana,India,CONSUMER,2024-05-29
CUST000207,Rohan Sharma,rohan.sharma1159@example.com,9560227302,Ahmedabad,Delhi,India,SMALL_BUSINESS,2023-04-24
CUST000208,Vivaan Nair,vivaan.nair8043@example.com,9879963031,Delhi,Delhi,India,SMALL_BUSINESS,2024-04-14
CUST000209,Priya Kumar,priya.kumar6932@example.com,9043160596,Chennai,Rajasthan,India,ENTERPRISE,2026-06-19
CUST000210,Vivaan Nair,vivaan.nair7672@example.com,9494119852,Bengaluru,West Bengal,India,CONSUMER,2022-05-21
CUST000211,Diya Patel,diya.patel8367@example.com,9406522051,Delhi,Tamil Nadu,India,CONSUMER,2025-05-05
CUST000212,Aarav Patel,aarav.patel6820@example.com,9825466298,Chennai,Telangana,India,CONSUMER,2022-09-01
CUST000213,Isha Kumar,isha.kumar4249@example.com,9815011468,Kolkata,Rajasthan,India,SMALL_BUSINESS,2025-01-25
CUST000214,Isha Singh,isha.singh4959@example.com,9011861041,Hyderabad,Delhi,India,ENTERPRISE,2026-08-01
CUST000215,Arjun Patel,arjun.patel4931@example.com,9714197440,Delhi,Andhra Pradesh,India,CONSUMER,2023-09-18
CUST000216,Rahul Kumar,rahul.kumar6419@example.com,9006798755,Kochi,Karnataka,India,SMALL_BUSINESS,2025-05-26
CUST000217,Ananya Rao,ananya.rao9684@example.com,9799820055,Kochi,Delhi,India,SMALL_BUSINESS,2022-12-30
CUST000218,Ananya Kumar,ananya.kumar5682@example.com,9441744556,Kolkata,Rajasthan,India,CONSUMER,2024-06-30
CUST000219,Isha Singh,isha.singh6830@example.com,9867778627,Delhi,Tamil Nadu,India,CONSUMER,2023-09-12
CUST000220,Aditya Kumar,aditya.kumar8064@example.com,9149320083,Chennai,Tamil Nadu,India,ENTERPRISE,2022-04-10
